AMT_INCOME_TOTAL,DAYS_EMPLOYED,window,FLAG_OWN_REALTY,CODE_GENDER_M,NAME_INCOME_TYPE_Pensioner,NAME_FAMILY_STATUS_Widow,Occupation_Drivers,Occupation_Low-skill Laborers,Occupation_Sales staff,Age,target
360000.0,5364,10.0,1,1.0,0.0,0.0,0.0,0.0,0.0,45,0
126000.0,1773,21.0,1,0.0,0.0,0.0,0.0,0.0,0.0,34,0
126000.0,1773,45.0,1,0.0,0.0,0.0,0.0,0.0,0.0,34,0
126000.0,1773,39.0,1,0.0,0.0,0.0,0.0,0.0,0.0,34,0
126000.0,1773,43.0,1,0.0,0.0,0.0,0.0,0.0,0.0,34,0
126000.0,1773,7.0,1,0.0,0.0,0.0,0.0,0.0,0.0,34,0
126000.0,1773,11.0,1,0.0,0.0,0.0,0.0,0.0,0.0,34,0
126000.0,1773,21.0,1,0.0,0.0,0.0,0.0,0.0,0.0,34,0
126000.0,1773,10.0,1,0.0,0.0,0.0,0.0,0.0,0.0,34,0
126000.0,1773,19.0,1,0.0,0.0,0.0,0.0,0.0,0.0,34,0
126000.0,1773,39.0,1,0.0,0.0,0.0,0.0,0.0,0.0,34,0
315000.0,365243,40.0,1,0.0,1.0,1.0,0.0,0.0,0.0,55,0
247500.0,1347,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,46,0
247500.0,1347,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,46,0
247500.0,1347,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,46,0
247500.0,1347,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,46,0
297000.0,3234,7.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,15.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,36.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,36.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,34.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,15.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,15.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,15.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,15.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,15.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,15.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,15.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,15.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,15.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,15.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,18.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,15.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,17.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,15.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,16.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,15.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,15.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,13.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,13.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,12.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,12.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,12.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,11.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,9.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,9.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,7.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,6.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
297000.0,3234,7.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
157500.0,4846,15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,37,0
157500.0,4846,14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,37,0
157500.0,4846,15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,37,0
157500.0,4846,15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,37,0
157500.0,4846,15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,37,0
135000.0,1408,12.0,1,1.0,0.0,0.0,1.0,0.0,0.0,42,0
135000.0,1408,12.0,1,1.0,0.0,0.0,1.0,0.0,0.0,42,0
135000.0,1408,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,42,0
135000.0,1408,12.0,1,1.0,0.0,0.0,1.0,0.0,0.0,42,0
225000.0,2808,45.0,1,1.0,0.0,0.0,0.0,0.0,0.0,28,0
225000.0,2808,45.0,1,1.0,0.0,0.0,0.0,0.0,0.0,28,0
225000.0,2808,27.0,1,1.0,0.0,0.0,0.0,0.0,0.0,28,0
225000.0,2808,5.0,1,1.0,0.0,0.0,0.0,0.0,0.0,28,0
135000.0,1712,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,48,0
135000.0,1712,39.0,1,0.0,0.0,0.0,0.0,0.0,0.0,48,0
135000.0,1712,39.0,1,0.0,0.0,0.0,0.0,0.0,0.0,48,0
135000.0,1712,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,48,0
135000.0,1712,15.0,1,0.0,0.0,0.0,0.0,0.0,0.0,48,0
135000.0,1712,28.0,1,0.0,0.0,0.0,0.0,0.0,0.0,48,0
135000.0,1712,26.0,1,0.0,0.0,0.0,0.0,0.0,0.0,48,0
135000.0,1712,38.0,1,0.0,0.0,0.0,0.0,0.0,0.0,48,0
157500.0,889,15.0,1,1.0,0.0,0.0,0.0,0.0,0.0,43,0
157500.0,889,21.0,1,1.0,0.0,0.0,0.0,0.0,0.0,43,0
157500.0,889,4.0,1,1.0,0.0,0.0,0.0,0.0,0.0,43,0
157500.0,889,4.0,1,1.0,0.0,0.0,0.0,0.0,0.0,43,0
112500.0,365243,2.0,1,0.0,1.0,0.0,0.0,0.0,0.0,61,0
112500.0,365243,21.0,1,0.0,1.0,0.0,0.0,0.0,0.0,61,0
112500.0,365243,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,61,0
112500.0,365243,23.0,1,0.0,1.0,0.0,0.0,0.0,0.0,61,0
112500.0,365243,21.0,1,0.0,1.0,0.0,0.0,0.0,0.0,61,0
112500.0,365243,37.0,1,0.0,1.0,0.0,0.0,0.0,0.0,61,0
112500.0,365243,50.0,1,0.0,1.0,0.0,0.0,0.0,0.0,61,0
112500.0,2381,10.0,1,1.0,0.0,0.0,1.0,0.0,0.0,57,0
112500.0,2381,11.0,1,1.0,0.0,0.0,1.0,0.0,0.0,57,0
112500.0,2381,58.0,1,1.0,0.0,0.0,1.0,0.0,0.0,57,0
112500.0,2381,10.0,1,1.0,0.0,0.0,1.0,0.0,0.0,57,0
112500.0,2381,10.0,1,1.0,0.0,0.0,1.0,0.0,0.0,57,0
112500.0,2381,16.0,1,1.0,0.0,0.0,1.0,0.0,0.0,57,0
270000.0,1194,28.0,1,0.0,0.0,0.0,0.0,0.0,0.0,45,0
270000.0,1194,6.0,1,0.0,0.0,0.0,0.0,0.0,0.0,45,0
270000.0,1194,17.0,1,0.0,0.0,0.0,0.0,0.0,0.0,45,0
270000.0,1194,19.0,1,0.0,0.0,0.0,0.0,0.0,0.0,45,0
270000.0,1194,18.0,1,0.0,0.0,0.0,0.0,0.0,0.0,45,0
270000.0,1194,19.0,1,0.0,0.0,0.0,0.0,0.0,0.0,45,0
270000.0,828,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,29,0
270000.0,828,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,29,0
157500.0,828,22.0,1,1.0,0.0,0.0,1.0,0.0,0.0,27,0
166500.0,6276,6.0,1,1.0,0.0,0.0,0.0,0.0,0.0,51,0
166500.0,6276,6.0,1,1.0,0.0,0.0,0.0,0.0,0.0,51,0
166500.0,6276,6.0,1,1.0,0.0,0.0,0.0,0.0,0.0,51,0
166500.0,6276,10.0,1,1.0,0.0,0.0,0.0,0.0,0.0,51,0
166500.0,6276,10.0,1,1.0,0.0,0.0,0.0,0.0,0.0,51,0
166500.0,6276,6.0,1,1.0,0.0,0.0,0.0,0.0,0.0,51,0
166500.0,6276,10.0,1,1.0,0.0,0.0,0.0,0.0,0.0,51,0
166500.0,6276,6.0,1,1.0,0.0,0.0,0.0,0.0,0.0,51,0
166500.0,6276,5.0,1,1.0,0.0,0.0,0.0,0.0,0.0,51,0
166500.0,6276,6.0,1,1.0,0.0,0.0,0.0,0.0,0.0,51,0
216000.0,3112,24.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
216000.0,3112,12.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
216000.0,3112,32.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
216000.0,3112,24.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
216000.0,3112,39.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
216000.0,3112,35.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
216000.0,3112,8.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
216000.0,3112,33.0,1,0.0,0.0,0.0,0.0,0.0,0.0,42,0
270000.0,10843,21.0,1,0.0,0.0,0.0,0.0,0.0,0.0,54,0
270000.0,10843,28.0,1,0.0,0.0,0.0,0.0,0.0,0.0,54,0
225000.0,2777,10.0,1,0.0,0.0,0.0,0.0,0.0,0.0,39,0
225000.0,2777,15.0,1,0.0,0.0,0.0,0.0,0.0,0.0,39,0
315000.0,1194,13.0,1,0.0,0.0,0.0,0.0,0.0,0.0,28,0
315000.0,1194,13.0,1,0.0,0.0,0.0,0.0,0.0,0.0,28,0
255150.0,365243,16.0,0,0.0,1.0,0.0,0.0,0.0,0.0,51,0
255150.0,365243,17.0,0,0.0,1.0,0.0,0.0,0.0,0.0,51,0
255150.0,365243,5.0,0,0.0,1.0,0.0,0.0,0.0,0.0,51,0
255150.0,365243,18.0,0,0.0,1.0,0.0,0.0,0.0,0.0,51,0
255150.0,365243,19.0,0,0.0,1.0,0.0,0.0,0.0,0.0,51,0
255150.0,365243,12.0,0,0.0,1.0,0.0,0.0,0.0,0.0,51,0
157500.0,555,8.0,1,0.0,0.0,0.0,0.0,0.0,0.0,39,0
157500.0,555,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,39,0
148500.0,889,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,48,0
148500.0,889,18.0,1,0.0,0.0,0.0,0.0,0.0,0.0,48,0
148500.0,889,14.0,1,0.0,0.0,0.0,0.0,0.0,0.0,48,0
148500.0,889,14.0,1,0.0,0.0,0.0,0.0,0.0,0.0,48,0
148500.0,889,7.0,1,0.0,0.0,0.0,0.0,0.0,0.0,48,0
148500.0,889,11.0,1,0.0,0.0,0.0,0.0,0.0,0.0,48,0
202500.0,2289,13.0,1,0.0,0.0,0.0,0.0,0.0,0.0,30,0
202500.0,2289,42.0,1,0.0,0.0,0.0,0.0,0.0,0.0,30,0
202500.0,2289,47.0,1,0.0,0.0,0.0,0.0,0.0,0.0,30,0
202500.0,2289,13.0,1,0.0,0.0,0.0,0.0,0.0,0.0,30,0
202500.0,2289,13.0,1,0.0,0.0,0.0,0.0,0.0,0.0,30,0
202500.0,889,9.0,1,1.0,0.0,0.0,1.0,0.0,0.0,24,0
202500.0,889,9.0,1,1.0,0.0,0.0,1.0,0.0,0.0,24,0
112500.0,797,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,20,0
94500.0,365243,3.0,1,0.0,1.0,0.0,0.0,0.0,0.0,61,0
315000.0,2077,37.0,1,1.0,0.0,0.0,0.0,0.0,1.0,28,0
315000.0,2077,27.0,1,1.0,0.0,0.0,0.0,0.0,1.0,28,0
315000.0,2077,4.0,1,1.0,0.0,0.0,0.0,0.0,1.0,28,0
315000.0,2077,10.0,1,1.0,0.0,0.0,0.0,0.0,1.0,28,0
315000.0,2077,15.0,1,1.0,0.0,0.0,0.0,0.0,1.0,28,0
315000.0,2077,4.0,1,1.0,0.0,0.0,0.0,0.0,1.0,28,0
315000.0,2077,22.0,1,1.0,0.0,0.0,0.0,0.0,1.0,28,0
315000.0,2077,35.0,1,1.0,0.0,0.0,0.0,0.0,1.0,28,0
315000.0,2077,37.0,1,1.0,0.0,0.0,0.0,0.0,1.0,28,0
270000.0,3173,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,28,0
270000.0,3173,23.0,1,0.0,0.0,0.0,0.0,0.0,0.0,28,0
450000.0,708,22.0,1,0.0,0.0,0.0,0.0,0.0,0.0,48,0
450000.0,708,23.0,1,0.0,0.0,0.0,0.0,0.0,0.0,48,0
180000.0,1286,30.0,1,1.0,0.0,0.0,1.0,0.0,0.0,38,0
112500.0,3173,43.0,1,0.0,0.0,0.0,0.0,0.0,0.0,27,0
112500.0,3173,15.0,1,0.0,0.0,0.0,0.0,0.0,0.0,27,0
112500.0,3173,16.0,1,0.0,0.0,0.0,0.0,0.0,0.0,27,0
90000.0,5730,47.0,1,1.0,0.0,0.0,1.0,0.0,0.0,56,0
90000.0,5730,2.0,1,1.0,0.0,0.0,1.0,0.0,0.0,56,0
202500.0,2989,40.0,0,1.0,0.0,0.0,0.0,0.0,0.0,40,0
202500.0,2989,39.0,0,1.0,0.0,0.0,0.0,0.0,0.0,40,0
247500.0,4025,13.0,1,1.0,0.0,0.0,1.0,0.0,0.0,34,0
765000.0,1194,3.0,1,1.0,0.0,0.0,0.0,0.0,0.0,33,0
765000.0,1194,3.0,1,1.0,0.0,0.0,0.0,0.0,0.0,33,0
765000.0,1194,3.0,1,1.0,0.0,0.0,0.0,0.0,0.0,33,0
270000.0,4391,24.0,1,0.0,0.0,0.0,0.0,0.0,0.0,37,0
270000.0,4391,14.0,1,0.0,0.0,0.0,0.0,0.0,0.0,37,0
270000.0,4391,17.0,1,0.0,0.0,0.0,0.0,0.0,0.0,37,0
315000.0,555,28.0,1,0.0,0.0,0.0,0.0,0.0,0.0,36,0
315000.0,555,27.0,1,0.0,0.0,0.0,0.0,0.0,0.0,36,0
157500.0,4056,38.0,1,1.0,0.0,0.0,1.0,0.0,0.0,35,0
157500.0,4056,27.0,1,1.0,0.0,0.0,1.0,0.0,0.0,35,0
157500.0,4056,30.0,1,1.0,0.0,0.0,1.0,0.0,0.0,35,0
157500.0,4056,60.0,1,1.0,0.0,0.0,1.0,0.0,0.0,35,0
157500.0,4056,25.0,1,1.0,0.0,0.0,1.0,0.0,0.0,35,0
360000.0,2747,7.0,1,1.0,0.0,0.0,0.0,0.0,0.0,41,0
360000.0,2747,20.0,1,1.0,0.0,0.0,0.0,0.0,0.0,41,0
112500.0,312,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,24,0
157500.0,432,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,43,0
157500.0,432,49.0,0,0.0,0.0,0.0,0.0,0.0,0.0,43,0
157500.0,432,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,43,0
157500.0,432,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,43,0
157500.0,432,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,43,0
157500.0,432,43.0,0,0.0,0.0,0.0,0.0,0.0,0.0,43,0
157500.0,432,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,43,0
157500.0,432,46.0,0,0.0,0.0,0.0,0.0,0.0,0.0,43,0
157500.0,432,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,43,0
157500.0,432,22.0,0,0.0,0.0,0.0,0.0,0.0,0.0,43,0
157500.0,432,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,43,0
157500.0,432,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,43,0
157500.0,432,22.0,0,0.0,0.0,0.0,0.0,0.0,0.0,43,0
157500.0,432,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,43,0
382500.0,365243,16.0,1,1.0,1.0,1.0,0.0,0.0,0.0,59,0
382500.0,365243,16.0,1,1.0,1.0,1.0,0.0,0.0,0.0,59,0
382500.0,365243,9.0,1,1.0,1.0,1.0,0.0,0.0,0.0,59,0
382500.0,365243,15.0,1,1.0,1.0,1.0,0.0,0.0,0.0,59,0
382500.0,365243,9.0,1,1.0,1.0,1.0,0.0,0.0,0.0,59,0
382500.0,365243,16.0,1,1.0,1.0,1.0,0.0,0.0,0.0,59,0
382500.0,365243,8.0,1,1.0,1.0,1.0,0.0,0.0,0.0,59,0
382500.0,365243,9.0,1,1.0,1.0,1.0,0.0,0.0,0.0,59,0
135000.0,1560,33.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26,0
135000.0,1560,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26,0
225000.0,365243,11.0,0,1.0,1.0,0.0,0.0,0.0,0.0,50,0
225000.0,365243,10.0,0,1.0,1.0,0.0,0.0,0.0,0.0,50,0
315000.0,3720,35.0,0,1.0,0.0,0.0,0.0,0.0,0.0,43,0
315000.0,3720,25.0,0,1.0,0.0,0.0,0.0,0.0,0.0,43,0
315000.0,3720,12.0,0,1.0,0.0,0.0,0.0,0.0,0.0,43,0
315000.0,3720,7.0,0,1.0,0.0,0.0,0.0,0.0,0.0,43,0
315000.0,3720,17.0,0,1.0,0.0,0.0,0.0,0.0,0.0,43,0
180000.0,2901,29.0,0,0.0,0.0,0.0,0.0,0.0,1.0,53,0
180000.0,2901,47.0,0,0.0,0.0,0.0,0.0,0.0,1.0,53,0
180000.0,2901,47.0,0,0.0,0.0,0.0,0.0,0.0,1.0,53,0
180000.0,2901,28.0,0,0.0,0.0,0.0,0.0,0.0,1.0,53,0
180000.0,2901,27.0,0,0.0,0.0,0.0,0.0,0.0,1.0,53,0
180000.0,2901,17.0,0,0.0,0.0,0.0,0.0,0.0,1.0,53,0
180000.0,2901,47.0,0,0.0,0.0,0.0,0.0,0.0,1.0,53,0
180000.0,2901,43.0,0,0.0,0.0,0.0,0.0,0.0,1.0,53,0
180000.0,2901,14.0,0,0.0,0.0,0.0,0.0,0.0,1.0,53,0
180000.0,2901,21.0,0,0.0,0.0,0.0,0.0,0.0,1.0,53,0
180000.0,2901,23.0,0,0.0,0.0,0.0,0.0,0.0,1.0,53,0
180000.0,2901,47.0,0,0.0,0.0,0.0,0.0,0.0,1.0,53,0
157500.0,3174,12.0,0,0.0,0.0,0.0,0.0,0.0,1.0,35,0
157500.0,3174,16.0,0,0.0,0.0,0.0,0.0,0.0,1.0,35,0
157500.0,3174,16.0,0,0.0,0.0,0.0,0.0,0.0,1.0,35,0
157500.0,3174,16.0,0,0.0,0.0,0.0,0.0,0.0,1.0,35,0
157500.0,3174,16.0,0,0.0,0.0,0.0,0.0,0.0,1.0,35,0
144000.0,365243,13.0,0,0.0,1.0,0.0,0.0,0.0,0.0,62,0
229500.0,1256,49.0,0,1.0,0.0,0.0,0.0,0.0,0.0,50,0
229500.0,1256,34.0,0,1.0,0.0,0.0,0.0,0.0,0.0,50,0
229500.0,1256,12.0,0,1.0,0.0,0.0,0.0,0.0,0.0,50,0
229500.0,1256,38.0,0,1.0,0.0,0.0,0.0,0.0,0.0,50,0
229500.0,1256,12.0,0,1.0,0.0,0.0,0.0,0.0,0.0,50,0
229500.0,1256,34.0,0,1.0,0.0,0.0,0.0,0.0,0.0,50,0
229500.0,1256,31.0,0,1.0,0.0,0.0,0.0,0.0,0.0,50,0
270000.0,5792,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,48,0
270000.0,5792,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,48,0
270000.0,5792,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,48,0
270000.0,5792,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,48,0
270000.0,5792,22.0,0,0.0,0.0,0.0,0.0,0.0,0.0,48,0
270000.0,5792,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,48,0
270000.0,5792,33.0,0,0.0,0.0,0.0,0.0,0.0,0.0,48,0
270000.0,5792,29.0,0,0.0,0.0,0.0,0.0,0.0,0.0,48,0
292500.0,8684,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,57,0
292500.0,8684,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,57,0
292500.0,8684,45.0,0,0.0,0.0,0.0,0.0,0.0,0.0,57,0
292500.0,8684,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,57,0
292500.0,8684,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,57,0
292500.0,8684,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,57,0
